pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature
kepler-312 b,0.115,,1.772419,,Kepler-312,1.23,1.47,6115.0,816.22,298.395772,42.459756,2014,Primary Transit,
kepler-312 c,0.281,,19.747412,,Kepler-312,1.23,1.47,6115.0,816.22,298.395772,42.459756,2014,Primary Transit,
kepler-313 b,0.226,,14.970418,,Kepler-313,0.9,1.54,5727.0,1079.4,298.294935,48.775459,2014,Primary Transit,
kepler-313 c,0.229,,32.273273,,Kepler-313,0.9,1.54,5727.0,1079.4,298.294935,48.775459,2014,Primary Transit,
kepler-314 b,0.074,,2.461069,,Kepler-314,0.889,0.943,5378.0,268.881,294.674114,42.075588,2014,Primary Transit,
kepler-314 c,0.259,,5.960392,,Kepler-314,0.889,0.943,5378.0,268.881,294.674114,42.075588,2014,Primary Transit,
kepler-315 b,0.336,,96.101141,,Kepler-315,0.78,1.04,5796.0,1199.5,298.023104,43.363522,2014,Primary Transit,
kepler-315 c,0.37,,265.469335,,Kepler-315,0.78,1.04,5796.0,1199.5,298.023104,43.363522,2014,Primary Transit,
kepler-316 b,0.095,,2.240508,,Kepler-316,0.53,0.52,4204.0,389.22,290.826023,44.184109,2014,Primary Transit,
kepler-316 c,0.103,,6.827766,,Kepler-316,0.53,0.52,4204.0,389.22,290.826023,44.184109,2014,Primary Transit,
kepler-317 b,0.186,,5.524242,,Kepler-317,0.95,0.94,5497.0,965.85,294.943885,39.032062,2014,Primary Transit,
kepler-317 c,0.153,,8.77501,,Kepler-317,0.95,0.94,5497.0,965.85,294.943885,39.032062,2014,Primary Transit,
kepler-318 b,0.42,,4.662715,,Kepler-318,1.05,1.19,5746.0,496.14,298.482828,46.793617,2014,Primary Transit,
kepler-318 c,0.328,,11.815007,,Kepler-318,1.05,1.19,5746.0,496.14,298.482828,46.793617,2014,Primary Transit,
kepler-319 b,0.145,,4.362705,,Kepler-319,1.29,0.9,5526.0,510.83,288.811943,39.770658,2014,Primary Transit,
kepler-319 c,0.235,,6.941357,,Kepler-319,1.29,0.9,5526.0,510.83,288.811943,39.770658,2014,Primary Transit,
kepler-319 d,0.204,,31.781925,,Kepler-319,1.29,0.9,5526.0,510.83,288.811943,39.770658,2014,Primary Transit,
kepler-31 b,0.491,,20.8613,,Kepler-31,1.21,1.22,6340.0,1747.58,294.023014,45.853081,2011,Primary Transit,
kepler-31 c,0.473,4.7,42.6318,,Kepler-31,1.21,1.22,6340.0,1747.58,294.023014,45.853081,2011,Primary Transit,
kepler-31 d,0.348,6.8,87.6451,,Kepler-31,1.21,1.22,6340.0,1747.58,294.023014,45.853081,2014,Primary Transit,
kepler-320 b,0.102,,8.371554,,Kepler-320,,1.11,6435.0,846.74,293.213548,46.175125,2014,Primary Transit,
kepler-320 c,0.122,,17.934937,,Kepler-320,,1.11,6435.0,846.74,293.213548,46.175125,2014,Primary Transit,
kepler-321 b,0.158,,4.915379,,Kepler-321,1.01,1.19,5740.0,388.83,294.453674,44.145756,2014,Primary Transit,
kepler-321 c,0.207,,13.093921,,Kepler-321,1.01,1.19,5740.0,388.83,294.453674,44.145756,2014,Primary Transit,
kepler-322 b,0.09,,1.653888,,Kepler-322,0.91,0.89,5388.0,405.16,281.348824,44.295242,2014,Primary Transit,
kepler-322 c,0.149,,4.337234,,Kepler-322,0.91,0.89,5388.0,405.16,281.348824,44.295242,2014,Primary Transit,
kepler-323 b,0.128,,1.678327,,Kepler-323,1.09,1.18,5987.0,460.8,291.38224,38.127473,2014,Primary Transit,
kepler-323 c,0.145,,3.553822,,Kepler-323,1.09,1.18,5987.0,460.8,291.38224,38.127473,2014,Primary Transit,
kepler-324 b,0.102,,4.385315,,Kepler-324,0.86,0.84,5194.0,508.94,286.471473,49.649021,2014,Primary Transit,
kepler-324 c,0.281,,51.805612,,Kepler-324,0.86,0.84,5194.0,508.94,286.471473,49.649021,2014,Primary Transit,
kepler-324 d,0.1008,0.00702,34.169,0.0,Kepler-324,0.86,0.84,5194.0,508.94,286.471473,49.649021,2017,Primary Transit,
kepler-324 e,0.18182,,13.97939968,0.0,Kepler-324,0.86,0.84,5194.0,508.94,286.471473,49.649021,2017,Primary Transit,
kepler-325 b,0.26,,4.544439,,Kepler-325,0.87,1.0,5752.0,843.12,289.835434,49.825626,2014,Primary Transit,
kepler-325 c,0.227,,12.762172,,Kepler-325,0.87,1.0,5752.0,843.12,289.835434,49.825626,2014,Primary Transit,
kepler-325 d,0.249,,38.715185,,Kepler-325,0.87,1.0,5752.0,843.12,289.835434,49.825626,2014,Primary Transit,
kepler-326 ab,0.136,,2.248329,,Kepler-326 A,0.98,0.8,5105.0,494.3,294.325546,46.002254,2014,Primary Transit,
kepler-326 ac,0.125,,4.580358,,Kepler-326 A,0.98,0.8,5105.0,494.3,294.325546,46.002254,2014,Primary Transit,
kepler-326 ad,0.108,,6.766888,,Kepler-326 A,0.98,0.8,5105.0,494.3,294.325546,46.002254,2014,Primary Transit,
kepler-327 b,0.099,,2.549575,,Kepler-327,0.55,0.49,3799.0,243.68,292.642372,44.087673,2014,Primary Transit,
kepler-327 c,0.092,,5.212333,,Kepler-327,0.55,0.49,3799.0,243.68,292.642372,44.087673,2014,Primary Transit,
kepler-327 d,0.154,,13.969457,,Kepler-327,0.55,0.49,3799.0,243.68,292.642372,44.087673,2014,Primary Transit,
kepler-328 b,0.205,0.09,34.921,,Kepler-328,1.1,1.0,5914.0,2354.42,295.809289,40.008503,2013,Primary Transit,
kepler-328 c,0.482,0.124,71.312,,Kepler-328,1.1,1.0,5914.0,2354.42,295.809289,40.008503,2013,Primary Transit,
kepler-329 b,0.125,,7.416397,,Kepler-329,0.53,0.52,4257.0,445.2,299.268042,45.227428,2014,Primary Transit,
kepler-329 c,0.172,,18.684737,,Kepler-329,0.53,0.52,4257.0,445.2,299.268042,45.227428,2014,Primary Transit,
kepler-32 b,0.196,4.1,5.90124,,Kepler-32,0.58,0.53,3900.0,326.85,297.842398,46.574281,2011,Primary Transit,
kepler-32 c,0.178,0.5,8.7522,,Kepler-32,0.58,0.53,3900.0,326.85,297.842398,46.574281,2011,Primary Transit,
kepler-32 d,0.241,,22.7802,,Kepler-32,0.58,0.53,3900.0,326.85,297.842398,46.574281,2012,Primary Transit,
kepler-32 e,0.134,,2.896,,Kepler-32,0.58,0.53,3900.0,326.85,297.842398,46.574281,2012,Primary Transit,
kepler-32 f,0.073,,0.74296,,Kepler-32,0.58,0.53,3900.0,326.85,297.842398,46.574281,2012,Primary Transit,
kepler-330 b,0.12,,8.25978,,Kepler-330,0.78,0.72,5117.0,732.46,288.447375,44.801685,2014,Primary Transit,
kepler-330 c,0.174,,15.955387,,Kepler-330,0.78,0.72,5117.0,732.46,288.447375,44.801685,2014,Primary Transit,
kepler-331 b,0.162,,8.457496,,Kepler-331,0.51,0.49,4347.0,589.63,291.834328,39.307358,2014,Primary Transit,
kepler-331 c,0.164,,17.28111,,Kepler-331,0.51,0.49,4347.0,589.63,291.834328,39.307358,2014,Primary Transit,
kepler-331 d,0.146,,32.134328,,Kepler-331,0.51,0.49,4347.0,589.63,291.834328,39.307358,2014,Primary Transit,
kepler-332 b,0.104,,7.626324,,Kepler-332,0.8,0.72,4955.0,347.65,286.662964,47.4137,2014,Primary Transit,
kepler-332 c,0.097,,15.995622,,Kepler-332,0.8,0.72,4955.0,347.65,286.662964,47.4137,2014,Primary Transit,
kepler-332 d,0.105,,34.21154,,Kepler-332,0.8,0.72,4955.0,347.65,286.662964,47.4137,2014,Primary Transit,
kepler-333 ab,0.1195,,12.55111099,0.0,Kepler-333 A,0.701,0.621,4470.56,324.413,292.286069,40.913584,2014,Primary Transit,
kepler-333 ac,0.1035,,24.0884178,0.0,Kepler-333 A,0.701,0.621,4470.56,324.413,292.286069,40.913584,2014,Primary Transit,
kepler-334 b,0.1,,5.470319,,Kepler-334,1.0,1.07,5828.0,431.86,287.140668,47.115196,2014,Primary Transit,
kepler-334 c,0.128,,12.758005,,Kepler-334,1.0,1.07,5828.0,431.86,287.140668,47.115196,2014,Primary Transit,
kepler-334 d,0.126,,25.09849,,Kepler-334,1.0,1.07,5828.0,431.86,287.140668,47.115196,2014,Primary Transit,
kepler-335 b,0.302,,6.562331,,Kepler-335,0.99,1.85,5877.0,1327.48,296.064311,45.428623,2014,Primary Transit,
kepler-335 c,0.274,,67.844469,,Kepler-335,0.99,1.85,5877.0,1327.48,296.064311,45.428623,2014,Primary Transit,
kepler-336 ab,0.091,,2.024823,,Kepler-336 A,0.89,1.3,5867.0,2331.54,290.237643,41.33137,2014,Primary Transit,
kepler-336 ac,0.187,,9.600001,,Kepler-336 A,0.89,1.3,5867.0,2331.54,290.237643,41.33137,2014,Primary Transit,
kepler-336 ad,0.211,,20.678772,,Kepler-336 A,0.89,1.3,5867.0,2331.54,290.237643,41.33137,2014,Primary Transit,
kepler-337 b,0.137,,3.292781,,Kepler-337,0.96,1.76,5684.0,691.41,290.06049,47.163956,2014,Primary Transit,
kepler-337 c,0.183,,9.693201,,Kepler-337,0.96,1.76,5684.0,691.41,290.06049,47.163956,2014,Primary Transit,
kepler-338 b,0.218,0.0963,13.726976,0.04,Kepler-338,1.1,1.74,5923.0,561.69,282.978956,40.784347,2014,Primary Transit,
kepler-338 c,0.209,,24.310856,0.03,Kepler-338,1.1,1.74,5923.0,561.69,282.978956,40.784347,2014,Primary Transit,
kepler-338 d,0.268,,44.431014,0.03,Kepler-338,1.1,1.74,5923.0,561.69,282.978956,40.784347,2014,Primary Transit,
kepler-338 e,0.139,0.027,9.341,0.05,Kepler-338,1.1,1.74,5923.0,561.69,282.978956,40.784347,2014,TTV,
kepler-339 b,0.127,,4.977656,,Kepler-339,0.84,0.8,5631.0,627.67,293.351712,48.444641,2014,Primary Transit,
kepler-339 c,0.103,,6.988055,,Kepler-339,0.84,0.8,5631.0,627.67,293.351712,48.444641,2014,Primary Transit,
kepler-339 d,0.104,,10.558345,,Kepler-339,0.84,0.8,5631.0,627.67,293.351712,48.444641,2014,Primary Transit,
kepler-33 b,0.155,,5.66793,0.0,Kepler-33,1.29,1.82,5904.0,1252.84,289.077548,46.005222,2011,Primary Transit,
kepler-33 c,0.285,,13.17562,0.0,Kepler-33,1.29,1.82,5904.0,1252.84,289.077548,46.005222,2011,Primary Transit,
kepler-33 d,0.477,,21.77596,0.0,Kepler-33,1.29,1.82,5904.0,1252.84,289.077548,46.005222,2011,Primary Transit,
kepler-33 e,0.359,,31.7844,0.0,Kepler-33,1.29,1.82,5904.0,1252.84,289.077548,46.005222,2011,Primary Transit,
kepler-33 f,0.398,,41.02902,0.0,Kepler-33,1.29,1.82,5904.0,1252.84,289.077548,46.005222,2011,Primary Transit,
kepler-340 b,0.226,,14.844387,,Kepler-340,2.11,1.85,6620.0,827.41,295.933477,40.30057,2014,Primary Transit,
kepler-340 c,0.301,,22.824669,,Kepler-340,2.11,1.85,6620.0,827.41,295.933477,40.30057,2014,Primary Transit,
kepler-341 b,0.105,,5.195528,,Kepler-341,0.94,1.02,6012.0,1079.46,289.861576,43.472775,2014,Primary Transit,
kepler-341 c,0.152,,8.01041,,Kepler-341,0.94,1.02,6012.0,1079.46,289.861576,43.472775,2014,Primary Transit,
kepler-341 d,0.165,,27.666313,,Kepler-341,0.94,1.02,6012.0,1079.46,289.861576,43.472775,2014,Primary Transit,
kepler-341 e,0.178,,42.473269,,Kepler-341,0.94,1.02,6012.0,1079.46,289.861576,43.472775,2014,Primary Transit,
kepler-342 b,0.201,,15.170318,,Kepler-342,1.13,1.47,6175.0,799.59,292.678083,46.726715,2014,Primary Transit,
kepler-342 c,0.175,,26.234138,,Kepler-342,1.13,1.47,6175.0,799.59,292.678083,46.726715,2014,Primary Transit,
kepler-342 d,0.222,,39.459357,,Kepler-342,1.13,1.47,6175.0,799.59,292.678083,46.726715,2014,Primary Transit,
kepler-342 e,0.079,,1.64422461,,Kepler-342,1.13,1.47,6175.0,799.59,292.678083,46.726715,2016,Primary Transit,
kepler-343 b,0.215,,8.96855,,Kepler-343,1.04,1.43,5807.0,952.34,291.960684,42.433006,2014,Primary Transit,
kepler-343 c,0.18,,23.22182,,Kepler-343,1.04,1.43,5807.0,952.34,291.960684,42.433006,2014,Primary Transit,
kepler-344 b,0.233,,21.963945,,Kepler-344,0.9,0.98,5774.0,1032.08,292.499645,46.324406,2014,Primary Transit,
kepler-344 c,0.263,,125.596809,,Kepler-344,0.9,0.98,5774.0,1032.08,292.499645,46.324406,2014,Primary Transit,
kepler-345 ab,0.066,,7.415563,,Kepler-345 A,0.59,0.62,4504.0,362.46,295.228802,45.97102,2014,Primary Transit,
kepler-345 ac,0.107,,9.387427,,Kepler-345 A,0.59,0.62,4504.0,362.46,295.228802,45.97102,2014,Primary Transit,
kepler-346 b,0.237,,6.511127,,Kepler-346,0.97,1.02,6033.0,1012.42,288.011911,46.117607,2014,Primary Transit,
kepler-346 c,0.274,,23.851549,,Kepler-346,0.97,1.02,6033.0,1012.42,288.011911,46.117607,2014,Primary Transit,
kepler-347 b,0.176,,12.79836,,Kepler-347,1.04,1.0,6088.0,1349.45,289.199596,49.305717,2014,Primary Transit,
kepler-347 c,0.156,,27.320871,,Kepler-347,1.04,1.0,6088.0,1349.45,289.199596,49.305717,2014,Primary Transit,
kepler-348 ab,0.136,,7.05677,,Kepler-348 A,1.33,1.297,6503.59,570.783,297.25505,40.548373,2014,Primary Transit,
kepler-348 ac,0.119,,17.265427,,Kepler-348 A,1.33,1.297,6503.59,570.783,297.25505,40.548373,2014,Primary Transit,
kepler-349 b,0.17,,5.929778,,Kepler-349,0.97,0.93,5956.0,966.63,293.67648,44.615578,2014,Primary Transit,
kepler-349 c,0.175,,12.247629,,Kepler-349,0.97,0.93,5956.0,966.63,293.67648,44.615578,2014,Primary Transit,
kepler-34 (ab)b,0.7637,0.22,288.822,0.182,Kepler-34 (AB),2.0687,1.1,5913.0,1499.0,296.4375,44.6416667,2012,Primary Transit,
kepler-350 b,0.165,,11.189562,,Kepler-350,1.03,1.53,6186.0,983.79,285.419606,39.706107,2014,Primary Transit,
kepler-350 c,0.277,0.019,17.849,,Kepler-350,1.03,1.53,6186.0,983.79,285.419606,39.706107,2013,Primary Transit,
kepler-350 d,0.25,0.047,26.136,,Kepler-350,1.03,1.53,6186.0,983.79,285.419606,39.706107,2013,Primary Transit,
kepler-351 b,0.273,,37.054919,,Kepler-351,0.89,0.85,5643.0,1117.85,286.452706,42.657879,2014,Primary Transit,
kepler-351 c,0.285,,57.24809,,Kepler-351,0.89,0.85,5643.0,1117.85,286.452706,42.657879,2014,Primary Transit,
kepler-351 d,0.243,,142.544247,,Kepler-351,0.89,0.85,5643.0,1117.85,286.452706,42.657879,2016,Primary Transit,
kepler-352 b,0.077,,10.05537,,Kepler-352,0.901,0.7314,5262.0,252.733,299.896521,46.051975,2014,Primary Transit,
kepler-352 c,0.111,,16.332995,,Kepler-352,0.901,0.7314,5262.0,252.733,299.896521,46.051975,2014,Primary Transit,
kepler-352 d,0.071925,,6.887279987,0.0,Kepler-352,0.901,0.7314,5262.0,252.733,299.896521,46.051975,2017,Primary Transit,
kepler-353 ab,0.0937,,5.79529495,0.0,Kepler-353 A,0.6145,0.6333,3915.0,384.694,296.856633,41.75818,2014,Primary Transit,
kepler-353 ac,0.161,,8.41100305,0.0,Kepler-353 A,0.6145,0.6333,3915.0,384.694,296.856633,41.75818,2014,Primary Transit,
kepler-354 b,0.164,,5.47666,,Kepler-354,0.65,0.67,4648.0,562.96,285.751452,41.33564,2014,Primary Transit,
kepler-354 c,0.117,,16.934402,,Kepler-354,0.65,0.67,4648.0,562.96,285.751452,41.33564,2014,Primary Transit,
kepler-354 d,0.111,,24.209842,,Kepler-354,0.65,0.67,4648.0,562.96,285.751452,41.33564,2014,Primary Transit,
kepler-355 b,0.13,,11.03189,,Kepler-355,1.05,1.07,6184.0,1493.7,285.799457,42.811783,2014,Primary Transit,
kepler-355 c,0.242,,25.762294,,Kepler-355,1.05,1.07,6184.0,1493.7,285.799457,42.811783,2014,Primary Transit,
kepler-356 b,0.14,,4.612696,,Kepler-356,0.97,1.33,6133.0,722.14,292.421077,37.682819,2014,Primary Transit,
kepler-356 c,0.161,,13.121632,,Kepler-356,0.97,1.33,6133.0,722.14,292.421077,37.682819,2014,Primary Transit,
kepler-357 b,0.164,,6.475434,,Kepler-357,0.78,0.83,5036.0,702.21,291.243104,44.00872,2014,Primary Transit,
kepler-357 c,0.238,,16.85837,,Kepler-357,0.78,0.83,5036.0,702.21,291.243104,44.00872,2014,Primary Transit,
kepler-357 d,0.306,,49.499875,,Kepler-357,0.78,0.83,5036.0,702.21,291.243104,44.00872,2014,Primary Transit,
kepler-358 b,0.243,,34.060467,,Kepler-358,0.95,0.95,5908.0,1136.1,293.230225,48.281376,2014,Primary Transit,
kepler-358 c,0.254,,83.488369,,Kepler-358,0.95,0.95,5908.0,1136.1,293.230225,48.281376,2014,Primary Transit,
kepler-359 b,0.315,,25.563222,,Kepler-359,1.07,1.09,6248.0,1502.22,293.293635,42.196354,2014,Primary Transit,
kepler-359 c,0.384,,57.68802,,Kepler-359,1.07,1.09,6248.0,1502.22,293.293635,42.196354,2014,Primary Transit,
kepler-359 d,0.358,,77.095691,,Kepler-359,1.07,1.09,6248.0,1502.22,293.293635,42.196354,2014,Primary Transit,
kepler-35 (ab)b,0.728,0.1268,131.458,0.042,Kepler-35 (AB),1.6971,1.0,5606.0,1645.0,294.4958333,46.69,2012,Primary Transit,
kepler-360 b,0.147,,3.289672,,Kepler-360,0.95,1.06,6053.0,898.61,286.284731,44.781555,2014,Primary Transit,
kepler-360 c,0.187,,7.186434,,Kepler-360,0.95,1.06,6053.0,898.61,286.284731,44.781555,2014,Primary Transit,
kepler-361 b,0.129,,8.486616,,Kepler-361,1.07,1.34,6169.0,955.76,296.803453,46.741154,2014,Primary Transit,
kepler-361 c,0.225,,55.188023,,Kepler-361,1.07,1.34,6169.0,955.76,296.803453,46.741154,2014,Primary Transit,
kepler-362 ab,0.079,,10.327186,,Kepler-362 A,1.03,1.2835,5745.22,1090.51,291.771639,47.529903,2014,Primary Transit,
kepler-362 ac,0.129,,37.866281,,Kepler-362 A,1.03,1.2835,5745.22,1090.51,291.771639,47.529903,2014,Primary Transit,
kepler-363 b,0.103,,3.614568,,Kepler-363,1.23,1.49,5593.0,779.76,283.192081,41.305393,2014,Primary Transit,
kepler-363 c,0.151,,7.542427,,Kepler-363,1.23,1.49,5593.0,779.76,283.192081,41.305393,2014,Primary Transit,
kepler-363 d,0.183,,11.932125,,Kepler-363,1.23,1.49,5593.0,779.76,283.192081,41.305393,2014,Primary Transit,
kepler-364 b,0.138,,25.745718,,Kepler-364,1.2,1.28,6108.0,915.02,281.569933,47.398697,2014,Primary Transit,
kepler-364 c,0.192,,59.980627,,Kepler-364,1.2,1.28,6108.0,915.02,281.569933,47.398697,2014,Primary Transit,
kepler-365 ab,0.182,,10.664903,,Kepler-365 A,0.99,1.05,6012.0,950.0,295.626598,49.130436,2014,Primary Transit,
kepler-365 ac,0.146,,17.784129,,Kepler-365 A,0.99,1.05,6012.0,950.0,295.626598,49.130436,2014,Primary Transit,
kepler-366 b,0.13,,3.281959,,Kepler-366,1.05,1.05,6209.0,1959.31,296.852042,49.084446,2014,Primary Transit,
kepler-366 c,0.16,,12.51616,,Kepler-366,1.05,1.05,6209.0,1959.31,296.852042,49.084446,2014,Primary Transit,
kepler-367 b,0.116,,37.815724,,Kepler-367,0.75,0.69,4710.0,189.05,297.292418,49.981632,2014,Primary Transit,
kepler-367 c,0.107,,53.578637,,Kepler-367,0.75,0.69,4710.0,189.05,297.292418,49.981632,2014,Primary Transit,
kepler-368 b,0.291,,26.84768,,Kepler-368,0.71,2.02,5502.0,788.3,291.880046,45.387936,2014,Primary Transit,
kepler-368 c,0.346,,72.379334,,Kepler-368,0.71,2.02,5502.0,788.3,291.880046,45.387936,2014,Primary Transit,
kepler-369 ab,0.101,,2.732756,,Kepler-369 A,0.54,0.47,3591.0,260.32,293.674235,47.908467,2014,Primary Transit,
kepler-369 ac,0.126,,14.871572,,Kepler-369 A,0.54,0.47,3591.0,260.32,293.674235,47.908467,2014,Primary Transit,
kepler-36 b,0.134,0.01205,13.86825,0.0,Kepler-36,1.03,1.63,5979.0,470.0,291.250191,49.231827,2012,Primary Transit,
kepler-36 c,0.328,0.02243,16.21865,0.0,Kepler-36,1.03,1.63,5979.0,470.0,291.250191,49.231827,2012,Primary Transit,
kepler-370 b,0.142,,4.57953,,Kepler-370,0.94,0.9,5852.0,1207.64,292.171121,40.916306,2014,Primary Transit,
kepler-370 c,0.17,,19.02293,,Kepler-370,0.94,0.9,5852.0,1207.64,292.171121,40.916306,2014,Primary Transit,
kepler-371 b,0.169,,34.763278,,Kepler-371,1.04,1.31,5794.0,813.192,292.326464,38.657588,2014,Primary Transit,
kepler-371 c,0.159,,67.968015,,Kepler-371,1.04,1.31,5794.0,813.192,292.326464,38.657588,2014,Primary Transit,
kepler-372 b,0.121,,6.849692,,Kepler-372,1.15,1.14,6509.0,1561.17,291.256195,49.258953,2014,Primary Transit,
kepler-372 c,0.186,,20.053763,,Kepler-372,1.15,1.14,6509.0,1561.17,291.256195,49.258953,2014,Primary Transit,
kepler-372 d,0.151,,30.092568,,Kepler-372,1.15,1.14,6509.0,1561.17,291.256195,49.258953,2014,Primary Transit,
kepler-373 b,0.121,,5.535309,,Kepler-373,0.87,0.84,5787.0,1125.74,289.387993,50.59705,2014,Primary Transit,
kepler-373 c,0.111,,16.725948,,Kepler-373,0.87,0.84,5787.0,1125.74,289.387993,50.59705,2014,Primary Transit,
kepler-374 b,0.092,,1.897806,,Kepler-374,0.84,0.91,5977.0,1312.67,294.13793,42.370502,2014,Primary Transit,
kepler-374 c,0.098,,3.282807,,Kepler-374,0.84,0.91,5977.0,1312.67,294.13793,42.370502,2014,Primary Transit,
kepler-374 d,0.117,,5.028219,,Kepler-374,0.84,0.91,5977.0,1312.67,294.13793,42.370502,2014,Primary Transit,
kepler-375 b,0.129,,12.125934,,Kepler-375,0.89,0.84,5826.0,1283.8,288.617907,48.098416,2014,Primary Transit,
kepler-375 c,0.236,,19.986326,,Kepler-375,0.89,0.84,5826.0,1283.8,288.617907,48.098416,2014,Primary Transit,
kepler-376 b,0.095,,4.920199,,Kepler-376,1.05,1.18,5900.0,948.06,291.607165,38.410386,2014,Primary Transit,
kepler-376 c,0.16,,14.172327,,Kepler-376,1.05,1.18,5900.0,948.06,291.607165,38.410386,2014,Primary Transit,
kepler-377 b,0.124,,12.509529,,Kepler-377,0.88,1.22,5949.0,843.65,295.422002,38.735691,2014,Primary Transit,
kepler-377 c,0.184,,27.014976,,Kepler-377,0.88,1.22,5949.0,843.65,295.422002,38.735691,2014,Primary Transit,
kepler-378 b,0.067,,16.092361,,Kepler-378,0.96,0.67,4661.0,152.77,294.948588,46.438641,2014,Primary Transit,
kepler-378 c,0.062,,28.906009,,Kepler-378,0.96,0.67,4661.0,152.77,294.948588,46.438641,2014,Primary Transit,
kepler-379 ab,0.148,,20.09838,,Kepler-379 A,1.08,1.31,6054.0,747.0,295.701103,38.945831,2014,Primary Transit,
kepler-379 ac,0.204,,62.784697,,Kepler-379 A,1.08,1.31,6054.0,747.0,295.701103,38.945831,2014,Primary Transit,
kepler-37 b,0.026,0.01,13.36731,0.0,Kepler-37,0.87,0.79,5417.0,64.04,284.05966,44.518131,2013,Primary Transit,
kepler-37 c,0.067,0.03776,21.302,,Kepler-37,0.87,0.79,5417.0,64.04,284.05966,44.518131,2013,Primary Transit,
kepler-37 d,0.173,0.017,39.7922,0.142,Kepler-37,0.87,0.79,5417.0,64.04,284.05966,44.518131,2013,Primary Transit,
kepler-37 e,,,51.196,,Kepler-37,0.87,0.79,5417.0,64.04,284.05966,44.518131,2014,TTV,
kepler-380 ab,0.106,,3.930821,,Kepler-380 A,1.05,1.22,6045.0,833.12,282.394616,48.75914,2014,Primary Transit,
kepler-380 ac,0.113,,7.630004,,Kepler-380 A,1.05,1.22,6045.0,833.12,282.394616,48.75914,2014,Primary Transit,
kepler-381 b,0.088,,5.629021,,Kepler-381,1.34,1.57,6152.0,269.39,285.182787,43.831089,2014,Primary Transit,
kepler-381 c,0.1,,13.391635,,Kepler-381,1.34,1.57,6152.0,269.39,285.182787,43.831089,2014,Primary Transit,
kepler-381 d,0.095165,,8.256299973,0.0,Kepler-381,1.34,1.57,6152.0,269.39,285.182787,43.831089,2017,Primary Transit,
kepler-382 b,0.118,,5.262155,,Kepler-382,0.8,0.94,5600.0,960.89,299.136166,45.869934,2014,Primary Transit,
kepler-382 c,0.142,,12.162701,,Kepler-382,0.8,0.94,5600.0,960.89,299.136166,45.869934,2014,Primary Transit,
kepler-383 ab,0.118,,12.904532,,Kepler-383 A,0.67,0.67,4710.0,470.0,291.342584,38.363134,2014,Primary Transit,
kepler-383 ac,0.111,,31.200751,,Kepler-383 A,0.67,0.67,4710.0,470.0,291.342584,38.363134,2014,Primary Transit,
kepler-384 b,0.1,,22.597053,,Kepler-384,0.76,0.88,5577.0,919.44,286.026112,44.782871,2014,Primary Transit,
kepler-384 c,0.101,,45.348269,,Kepler-384,0.76,0.88,5577.0,919.44,286.026112,44.782871,2014,Primary Transit,
kepler-385 b,0.20635,,10.04380879,,Kepler-385,1.09,1.13,6326.0,1493.94,294.338483,50.336544,2014,Primary Transit,
kepler-385 c,0.21064,,15.16213142,,Kepler-385,1.09,1.13,6326.0,1493.94,294.338483,50.336544,2014,Primary Transit,
kepler-385 d,0.21617,,56.41581418,,Kepler-385,1.09,1.13,6326.0,1493.94,294.338483,50.336544,2020,Primary Transit,
kepler-386 b,0.13338,,12.31043,,Kepler-386,0.74,0.77,5178.0,904.74,289.858871,48.693855,2014,Primary Transit,
kepler-386 c,0.17183,,25.193458,,Kepler-386,0.74,0.77,5178.0,904.74,289.858871,48.693855,2014,Primary Transit,
kepler-387 b,0.092,,6.791636,,Kepler-387,1.03,1.05,5774.0,819.95,287.798184,45.656715,2014,Primary Transit,
kepler-387 c,0.079,,11.837549,,Kepler-387,1.03,1.05,5774.0,819.95,287.798184,45.656715,2014,Primary Transit,
kepler-388 ab,0.072,,3.173315,,Kepler-388 A,0.59,0.59,4498.0,611.32,284.828038,44.60873,2014,Primary Transit,
kepler-388 ac,0.077,,13.297004,,Kepler-388 A,0.59,0.59,4498.0,611.32,284.828038,44.60873,2014,Primary Transit,
kepler-389 b,0.135,,3.244107,,Kepler-389,0.78,0.79,5376.0,835.65,291.960005,44.900024,2014,Primary Transit,
kepler-389 c,0.13,,14.51143,,Kepler-389,0.78,0.79,5376.0,835.65,291.960005,44.900024,2014,Primary Transit,
kepler-38 (ab)b,0.39,0.38,105.595,,Kepler-38 A,0.949,1.757,5640.0,,286.8292,42.2792,2012,Primary Transit,
kepler-390 ab,0.0651,,6.73808701,0.0,Kepler-390 A,0.877,0.829,5174.86,435.277,291.628777,41.208603,2014,Primary Transit,
kepler-390 ac,0.071,,13.0600399,0.0,Kepler-390 A,0.877,0.829,5174.86,435.277,291.628777,41.208603,2014,Primary Transit,
kepler-391 b,0.02543,,7.416755,0.46,Kepler-391,1.22,3.57,4940.0,891.53,290.621815,51.057304,2014,Primary Transit,
kepler-391 c,0.316,1.416,20.485435,0.27,Kepler-391,1.22,3.57,4940.0,891.53,290.621815,51.057304,2014,Primary Transit,
kepler-392 b,0.089,,5.341853,,Kepler-392,1.13,1.13,5938.0,695.06,288.660765,43.368084,2014,Primary Transit,
kepler-392 c,0.098,,10.423118,,Kepler-392,1.13,1.13,5938.0,695.06,288.660765,43.368084,2014,Primary Transit,
