pl_name,radius,mass,orbital_period,eccentricity,star_name,star_mass,star_radius,star_teff,star_distance,ra,dec,discovered,detection_type,eq_temperature,star_spectype,star_metallicity,star_gaia_magnitude
toi-4342 b,2.266,,5.5382498,,TOI-4342,0.6296,0.599,3901.0,61.5204,324.3894196,-77.9791468,2023.0,Transit,633.6,M0 V,,11.9822
toi-4342 c,2.46422452,,10.68860835067,,TOI-4342,,0.598175,3883.0,61.5204,324.3894196,-77.9791468,2023.0,Transit,469.88,,,11.9822
toi-4363 b,1.83255339,,2.11865900761,,TOI-4363,,0.69132,4002.0,77.7751,37.1105554,-12.5493631,2026.0,Transit,884.71,,,12.0833
toi-4364 b,2.01,,5.424019,0.29,TOI-4364,0.487,0.4684,3528.0,43.9662,80.066927,-4.2392481,2025.0,Transit,488.0,M4 V,0.148,12.5548
toi-4377 b,15.10970598,304.1617855,4.378081,0.045,TOI-4377,1.36,3.52,4974.0,455.82,164.9324709,-82.2213501,2023.0,Transit,,,0.205,11.4565
toi-4379 b,16.69017226,353.74301699,3.25352,0.018,TOI-4379,1.372,1.976,6020.0,645.158,252.0478813,-32.4337532,2024.0,Transit,,,0.16,12.4083
toi-4405 b,2.87816516,,5.92142305135,,TOI-4405,,0.687025,4361.0,155.501,101.5953368,-75.4441271,2026.0,Transit,671.87,,,13.1396
toi-4406 b,11.2089807,95.3485221,30.08364,0.15,TOI-4406,1.19,1.29,6219.0,261.834,18.0485164,-56.9253875,2023.0,Transit,904.0,,0.1,10.9545
toi-4438 b,2.52,5.4,7.44628,0.14,TOI-4438,0.368,0.372,3422.0,30.0346,270.3172389,35.5948992,2024.0,Transit,435.0,M3.5 V,-0.19,12.5196
toi-444 b,3.29701974,,17.96350826817,,TOI-444,,0.794471,5229.0,57.3973,64.1839982,-26.7664071,2023.0,Transit,561.36,,,9.6063
toi-4443.01,1.7193265,,1.8498567,,TOI-4443,1.049133,1.01733,5834.0,56.0739,274.2686643,21.9095459,2024.0,Transit,1638.82,,,8.33609
toi-4463 a b,13.26022417,252.35575516,2.8807198,0.0,TOI-4463 A,1.056,1.062,5640.0,173.117,279.3581286,18.7299522,2023.0,Transit,1395.0,,0.25,10.9505
toi-4465 b,14.01122587,1872.00931723,101.94054,0.24,TOI-4465,0.93,1.014,5545.0,121.139,276.1340312,15.8418856,2025.0,Transit,427.0,G V,-0.06,10.3255
toi-4479 b,2.68297219,,1.15890129424,,TOI-4479,,0.427389,3449.0,80.6532,316.0969388,24.6536739,2022.0,Transit,781.57,,,14.1309
toi-4487 a b,14.60530185,397.28550875,3.9540709,0.083,TOI-4487 A,1.378,1.634,6206.0,479.145,306.4220814,45.9710306,2025.0,Transit,1639.0,,0.216,11.9269
toi-4495 b,2.18392,,2.5693728,,TOI-4495,,1.34,6156.0,132.214,286.3624951,37.0259902,2026.0,Transit,1567.0,,,9.3859
toi-4495 c,3.63045,,5.1830043,,TOI-4495,,1.34,6156.0,132.214,286.3624951,37.0259902,2024.0,Transit,1202.0,,,9.3859
toi-4504 b,2.66002553,,2.42615378456,,TOI-4504,,0.960919,5271.0,342.605,114.4673065,-62.0782776,2024.0,Transit,1234.03,,,13.1277
toi-4504 c,11.09689089,1197.32317485,82.97213,0.032,TOI-4504,0.89,0.92,5315.0,342.605,114.4673065,-62.0782776,2024.0,Transit,,K1 V,0.16,13.1277
toi-4504 d,,450.23572136,40.5634,0.0445,TOI-4504,0.89,0.92,5315.0,342.605,114.4673065,-62.0782776,2024.0,Transit Timing Variations,,K1 V,0.16,13.1277
toi-4507 b,15.82355748,,104.61625569873,,TOI-4507,,1.97585,6115.26,178.26,80.4513677,-69.9882175,2025.0,Transit,562.01,,,10.5674
toi-451 b,1.91,,1.858703,0.0,TOI-451,0.95,0.879,5550.0,123.739,62.966385,-37.93973,2020.0,Transit,1491.0,,,10.7498
toi-451 c,2.93,3.7,9.192463,0.0,TOI-451,0.93,0.85,5490.0,123.739,62.966385,-37.93973,2020.0,Transit,865.0,G8 V,0.02,10.7498
toi-451 d,3.92483216,,16.36487303732,,TOI-451,,0.856226,5481.0,123.739,62.966385,-37.93973,2020.0,Transit,634.22,,,10.7498
toi-4511 b,5.76837,,10.9776867,,TOI-4511,,1.0,5708.0,121.832,49.3052786,15.5017268,2026.0,Transit,1542.0,,,10.293
toi-4513 b,2.22799,,9.7607632,,TOI-4513,,0.8,5558.0,102.609,18.0905179,13.7550796,2026.0,Transit,653.0,,,10.4308
toi-4515 b,12.26639677,,15.26646581815,,TOI-4515,,0.874078,5420.82,193.499,21.1861778,21.5130638,2024.0,Transit,650.43,,,11.8121
toi-4527.01,0.9086617,,0.3994445,,TOI-4527,0.483901,0.485948,3702.0,18.1037,19.4722574,5.4711996,2024.0,Transit,1362.93,,,10.1927
toi-4529 b,1.87212186,,5.87957519379,,TOI-4529,,0.492759,3611.0,28.384,16.9688462,12.8809549,2026.0,Transit,498.62,,,11.216
toi-4551 b,8.32411,,9.956296,,TOI-4551,,3.38,4956.0,215.986,184.9787579,-25.8278531,2023.0,Transit,1655.0,,,9.641
toi-4552 b,1.11,1.83,0.30110032,0.0,TOI-4552,0.2619,0.2869,3258.0,27.2684,264.7142556,-47.6370457,2026.0,Transit,1122.0,M4.5 V,-0.07,13.2392
toi-4559 b,1.49999347,,3.96490526655,,TOI-4559,,0.426767,3476.0,31.6354,211.0135378,-30.0141252,2024.0,Transit,522.51,,,12.0797
toi-4561 b,1.77789214,,8.93547936706,,TOI-4561,,0.851957,5537.93,179.008,60.9618951,-76.0214574,2026.0,Transit,,,,11.541
toi-4562 b,12.53,732.0,225.11781,0.76,TOI-4562,1.192,1.152,6096.0,339.605,112.0100593,-63.5177788,2023.0,Transit,318.0,F7 V,0.08,11.9551
toi-4562 c,,1833.86990839,3990.0,0.122,TOI-4562,1.192,1.152,6096.0,339.605,112.0100593,-63.5177788,2024.0,Transit Timing Variations,,F7 V,0.08,11.9551
toi-4578 b,2.26974262,,8.62392630369,,TOI-4578,,0.878735,5951.32,182.249,184.2109675,75.1402358,2026.0,Transit,,,,11.1961
toi-4582 b,10.53644186,168.44905571,31.034,0.51,TOI-4582,1.34,2.5,5190.0,383.846,256.8601374,68.8656263,2023.0,Transit,,,0.17,11.0809
toi-4588 b,6.1,,13.118908,0.0,TOI-4588,2.06,2.92,8002.0,225.181,282.0004201,48.542256,2026.0,Transit,1617.0,,,9.21251
toi-4600 b,6.82369247,,82.69014390768,,TOI-4600,,0.831915,5073.0,216.056,258.4503674,64.5661727,2023.0,Transit,344.17,,,12.4406
toi-4600 c,9.42,2946.26933289,482.8191,0.21,TOI-4600,0.89,0.81,5170.0,216.056,258.4503674,64.5661727,2023.0,Transit,191.0,K V,0.16,12.4406
toi-4602.01,2.550449,,3.9812091,,TOI-4602,1.116795,1.15664,6011.9,63.0637,60.6003316,31.3298354,2024.0,Transit,1380.27,,,8.17303
toi-4603 b,11.67975789,4096.80816623,7.24599,0.325,TOI-4603,1.765,2.738,6264.0,225.643,83.8659288,21.2942417,2023.0,Transit,1677.0,F,0.342,9.07469
toi-4633 c,3.52959232,,271.938638971,,TOI-4633,,1.5819,5490.04,95.2016,256.8431021,62.475548,2024.0,Transit,268.57,,,8.81983
toi-4638.01,2.71867163,,10.2829582518,,TOI-4638,,0.894563,5700.0,168.248,12.8206627,12.7879858,2024.0,Transit,779.83,,,11.2097
toi-4640 b,2.86223252,,2.68572291133,,TOI-4640,,1.06715,5978.0,245.089,38.205319,10.0724659,2026.0,Transit,1378.86,,,11.5258
toi-4641 b,8.18255591,1229.99593509,22.09341,0.074,TOI-4641,1.41,1.72,6560.0,86.3501,42.5582023,25.3335334,2023.0,Transit,,,-0.09,7.40775
toi-4662 b,2.58065,,4.7034187,,TOI-4662,,0.69,4481.0,111.047,57.5160311,-31.0940247,2026.0,Transit,741.0,,,12.0981
toi-4666 b,12.53164042,155.41809102,2.9089165,0.023,TOI-4666,0.576,0.585,3793.0,154.749,56.2898862,-39.0631799,2025.0,Transit,695.0,M2&plusmn;0.5,0.79,14.3906
toi-469.01,3.29,,13.63,,TOI-469,0.91,1.00528,5283.0,68.192,93.0578446,-14.6493167,2021.0,Transit,,,,9.27468
toi-470 b,4.6131319,,12.19145582957,,TOI-470,,0.840971,5418.0,130.46,94.0099043,-25.0314111,2023.0,Transit,659.68,,,11.2461
toi-4734 b,9.02698,,6.2356356,,TOI-4734,,1.76,5854.0,563.068,90.3581219,12.5478825,2025.0,Transit,1397.0,,,12.3807
toi-4747 b,3.8343,,5.2192426,,TOI-4747,,0.99,5688.0,304.615,86.427665,-45.0292291,2026.0,Transit,1035.0,,,12.2777
toi-4773 b,14.14533494,,1.74548279134,,TOI-4773,,1.48714,6674.0,492.888,114.9426489,-21.4856184,2025.0,Transit,2012.9,,,11.7194
toi-4791 b,12.44196858,734.18362017,4.28088,0.0,TOI-4791,1.242,1.409,6058.0,328.802,109.3883818,-19.8289392,2023.0,Transit,1472.0,,0.207,11.3152
toi-4794 b,14.35870428,308.29355479,3.5658116,0.1,TOI-4794,1.25,1.451,6390.0,543.008,110.4835517,-12.5654781,2025.0,Transit,1673.0,,-0.102,12.4496
toi-480 b,2.81449145,,6.86595824423,,TOI-480,,1.50004,6212.63,54.5306,88.3784618,-16.2653974,2024.0,Transit,1224.62,,,7.1442
toi-481 b,,,10.3311562,,TOI-481,1.14,1.66,5735.0,179.366,110.5126861,-57.384998,2020.0,Transit,,G,0.26,9.84659
toi-4860 b,8.47398941,212.94503269,1.52275959,0.15,TOI-4860,0.3357,0.348,3390.0,80.1423,183.563961,-13.1748411,2023.0,Transit,624.0,M4.5+/-0.5,0.3,15.1091
toi-4898 b,3.7197954,,2.76520470167,,TOI-4898,,0.639344,4201.57,98.5958,197.3416711,-32.8294537,2026.0,Transit,,,,12.9055
toi-4914 b,12.87,227.0,10.60057,0.408,TOI-4914,1.03,1.0,5805.0,299.89,204.5426717,-28.1429206,2024.0,Transit,894.0,,-0.13,12.0997
toi-4930 b,6.93277225,,6.78130241498,,TOI-4930,,1.15926,5624.72,413.757,208.6418883,-45.1544786,2026.0,Transit,,,,12.5186
toi-4940 b,6.75553691,,25.8663868915,,TOI-4940,,1.17513,5418.7,345.659,58.2511684,-62.4079681,2025.0,Transit,643.25,,,12.3039
toi-4961 b,13.44993018,,7.47933740112,,TOI-4961,,0.969314,5078.0,213.073,192.5018624,-59.8919345,2025.0,Transit,828.27,,,12.2685
toi-4994 b,8.54124329,88.99195396,21.491984,0.319,TOI-4994,1.005,1.055,5640.0,329.304,283.1325335,-78.4344302,2024.0,Transit,717.6,,0.165,12.4792
toi-500 b,1.16,,0.5481579,,TOI-500,0.88,0.75,4621.0,47.3924,106.559098,-47.5878156,2022.0,Transit,1693.0,,,10.1026
toi-500 c,,5.03,6.6356,0.072,TOI-500,0.74,0.678,4440.0,47.3924,106.559098,-47.5878156,2022.0,Radial Velocity,,K6 V,0.12,10.1026
toi-500 d,,33.12,26.233,0.016,TOI-500,0.74,0.678,4440.0,47.3924,106.559098,-47.5878156,2022.0,Radial Velocity,,K6 V,0.12,10.1026
toi-500 e,,15.05,61.3,0.073,TOI-500,0.74,0.678,4440.0,47.3924,106.559098,-47.5878156,2022.0,Radial Velocity,,K6 V,0.12,10.1026
toi-5005 b,6.00429,,6.3084728,,TOI-5005,,0.97,5840.0,207.891,238.108194,-48.1451,2024.0,Transit,1012.0,,,11.6382
toi-5007 b,10.6224,,2.5432595,,TOI-5007,,0.66,3757.0,203.352,236.0638704,-61.0413649,2026.0,Transit,615.0,,,14.6524
toi-5027 b,10.76062147,642.01338214,10.24368,0.385,TOI-5027,1.02,0.92,5909.0,204.429,243.8850212,-69.2170972,2025.0,Transit,1056.0,,-0.15,11.3341
toi-5076 b,3.2,16.0,23.445,,TOI-5076,0.8,0.78,5070.0,82.857,50.5104166,17.2392094,2024.0,Transit,615.0,K2 V,0.2,10.5927
toi-5082.01,2.54811,,4.240122,,TOI-5082,0.99665,0.93,5670.0,43.1406,106.569578,22.6831477,2024.0,Transit,1164.91,,,8.08646
toi-5108 b,6.6,32.0,6.753581,,TOI-5108,1.1,1.29,5808.0,130.919,166.2695041,11.2464069,2025.0,Transit,1180.0,,0.2,9.608
toi-5110 b,11.98240037,921.7023803,30.158577,0.745,TOI-5110,1.469,2.333,6160.0,392.259,94.4042694,31.6103309,2024.0,Transit,976.0,,0.065,10.6815
toi-512 b,1.52545823,,7.18873321304,,TOI-512,,0.882675,5581.0,67.3975,96.6467023,-38.6072095,2025.0,Transit,830.56,,,9.48032
toi-5126 b,4.40571,,5.4589863,,TOI-5126,,1.24,6223.0,160.414,151.6597827,18.6340631,2023.0,Transit,1247.0,,,9.93629
toi-5126 c,3.86,,17.8999,0.0,TOI-5126,1.24,1.241,6150.0,160.414,151.6597827,18.6340631,2023.0,Transit,971.0,F V,0.18,9.93629
toi-5143 c,12.02041386,,5.20970995776,,TOI-5143,,0.85412,5296.38,181.38,165.3651202,5.1394812,2025.0,Transit,904.48,,,11.8113
toi-5153 b,11.88151954,1036.12060682,20.33003,0.091,TOI-5153,1.24,1.4,6300.0,390.484,91.5403204,-19.9534443,2022.0,Transit,906.0,F8 V,0.12,11.5779
toi-5159 b,1.61343492,,5.83650984429,,TOI-5159,,0.854084,5259.0,55.1788,142.7859562,20.0193431,2026.0,Transit,866.29,,,9.19159
toi-5160 b,2.23474,,4.2807509,,TOI-5160,,1.03,5653.3,151.465,114.6393985,31.3944536,2026.0,Transit,1016.0,,,10.6442
toi-5174 b,4.80454584,,12.21933924299,,TOI-5174,,1.09457,5643.77,197.243,174.1094967,-2.0233506,2022.0,Transit,808.37,,,11.1031
toi-5181 a b,13.34989601,330.54154328,3.8922295,0.15,TOI-5181 A,1.25,1.53,6060.0,480.155,280.6774738,21.6998203,2025.0,Transit,1585.0,,0.208,12.2189
toi-519 b,11.54525012,147.15455244,1.2652328,0.33,TOI-519,0.335,0.35,3322.0,115.557,124.6067582,-19.6627918,2021.0,Transit,687.0,M V,0.27,15.7067
toi-5205 b,10.53644186,343.25467956,1.630731,0.0,TOI-5205,0.394,0.392,3430.0,86.4493,313.7706819,24.360977,2023.0,Transit,742.0,,0.56,14.9317
toi-521 b,1.96530324,,1.54284863302,,TOI-521,,0.420028,3439.0,60.9425,123.3442567,12.2221079,2025.0,Transit,709.89,,,13.5861
toi-5210 b,10.72699453,81.99972901,4.5661061,0.066,TOI-5210,1.105,1.209,5723.0,302.086,314.316923,21.9502055,2025.0,Transit,1286.0,,0.324,11.9381
toi-5218 b,9.86,657.0,4.291452,0.0,TOI-5218,0.739,0.708,4230.0,377.483,292.6634642,71.7629612,2024.0,Transit,783.0,,0.41,15.4499
toi-5232 b,12.778238,743.71847238,4.0966692,0.035,TOI-5232,1.389,1.785,6500.0,609.388,294.3374248,35.2764934,2024.0,Transit,1772.0,,-0.104,12.168
toi-5238 b,4.89644,,4.8721904,,TOI-5238,,1.02,5430.5,290.646,223.3588909,68.859472,2022.0,Transit,1042.0,,,12.0984
toi-5261 b,11.60129502,3651.84839643,4.1509768,0.1585,TOI-5261,1.037,1.021,5790.0,377.054,305.4585453,19.4358468,2025.0,Transit,1244.0,,0.254,12.6023
toi-5292 a b,13.4378,,2.0231137,,TOI-5292 A,,0.59,3767.0,337.095,344.2223631,-8.1197473,2026.0,Transit,680.0,,,15.9091
toi-5293 a b,11.9,170.4,2.930289,0.38,TOI-5293 A,0.54,0.52,3586.0,162.229,355.828682,-2.0450945,2023.0,Transit,675.0,M3+/-1,-0.03,14.9816
toi-530 b,,,6.3875892,,TOI-530,0.53,0.54,3659.0,148.762,103.4128333,12.8815784,2021.0,Transit,,M0.5 V,0.376,14.6439
toi-5300 b,11.9692,,2.2623535,,TOI-5300,,0.73,4219.0,162.51,356.481137,0.4587978,2025.0,Transit,944.0,,,13.2333
toi-5301 b,13.5292397,1080.6165838,5.858857,0.337,TOI-5301,1.483,2.19,6240.0,629.161,12.9908008,13.0783712,2024.0,Transit,1682.0,,0.03,11.5696
toi-5319 b,2.83,,4.07853,,TOI-5319,0.5,0.485,3580.0,61.171,35.2135563,23.5204408,2024.0,Transit,695.0,M,,13.1344
toi-532 b,5.91206593,,2.32612053075,,TOI-532,,0.623609,4139.69,135.047,85.0800537,11.5626373,2021.0,Transit,,,,13.6645
toi-5322 b,16.6117094,184.02264765,5.4233207,0.055,TOI-5322,0.998,1.462,5692.0,476.899,6.5293373,14.3364283,2025.0,Transit,1350.0,,-0.048,12.4839
toi-5335 b,4.08922,,3.6139919,,TOI-5335,,0.92,5427.0,331.289,46.9523734,15.3590831,2026.0,Transit,1048.0,,,13.087
toi-5340 b,15.07607904,270.15414595,4.9394392,0.13,TOI-5340,1.35,1.842,5990.0,532.629,59.3094816,22.3783373,2025.0,Transit,1566.0,,0.208,12.2074
toi-5344 b,9.7,135.0,3.792622,0.06,TOI-5344,0.59,0.563,3770.0,138.367,63.2662165,20.9151568,2023.0,Transit,679.0,,0.48,14.3361
toi-5349 b,10.2,127.4,3.317921,0.03,TOI-5349,0.61,0.58,3751.0,188.336,52.7125703,20.8796279,2026.0,Transit,719.0,M1+/-0.5,0.5,14.8907
toi-5350 b,12.41955062,2094.48920213,7.581367,0.0165,TOI-5350,1.167,1.263,6220.0,277.419,74.4023015,21.6019759,2025.0,Transit,1195.0,,0.044,11.7055
toi-5380 b,3.13069,,3.7723119,,TOI-5380,,1.56,6525.0,286.781,112.7611492,73.1287844,2026.0,Transit,1479.0,,,10.4963
toi-5386 a b,15.1893,,3.6215615,,TOI-5386 A,,1.43,5920.2,394.486,226.1069193,60.5362318,2025.0,Transit,1202.0,,,11.7598
toi-5388.01,1.89426,,2.594675,,TOI-5388,0.28572,0.31,3495.0,18.5226,152.1765169,35.5475571,2024.0,Transit,601.35,,,11.7284
toi-5398 b,11.657,,10.590923,,TOI-5398,1.113,1.05318,6017.1,130.855,161.8795569,36.3294345,2022.0,Transit,,,0.13,9.98233
toi-5398 c,3.30213,,4.7728997,,TOI-5398,,1.05,6017.1,130.855,161.8795569,36.3294345,2023.0,Transit,1222.0,,,9.98233
toi-540 b,,,1.2391481,,TOI-540,0.159,0.1895,3216.0,14.0022,76.3096949,-47.9375391,2020.0,Transit,,M V,,12.8938
toi-5422 b,10.56541961,,5.37679969837,,TOI-5422,,1.57294,5663.5,346.141,86.8436173,25.6260342,2026.0,Transit,1277.23,,,11.7079
toi-544 b,2.03,,1.548351,,TOI-544,0.85,0.66,4369.0,41.1166,82.2900716,-0.3428983,2022.0,Transit,1082.0,,,10.4143
toi-544 c,,21.5,50.089,0.32,TOI-544,0.631,0.623,4169.0,41.1166,82.2900716,-0.3428983,2023.0,Radial Velocity,,,-0.17,10.4143
toi-5486 b,3.96824928,,2.02470073205,,TOI-5486,,0.553216,3750.17,89.6811,190.5495041,3.7886012,2026.0,Transit,,,,13.3657
toi-5489 b,1.4,,3.15222,,TOI-5489,0.41,0.42,3547.0,45.0907,128.691294,11.4895882,2025.0,Transit,624.0,,,12.8184
toi-5489 c,1.28,,4.92126,,TOI-5489,0.41,0.42,3547.0,45.0907,128.691294,11.4895882,2025.0,Transit,536.0,,,12.8184
toi-5502 b,4.02844,,11.6260799,,TOI-5502,,1.32,6317.0,248.654,135.204056,27.9983339,2026.0,Transit,870.0,,,10.704
toi-5515 b,2.65362762,,8.59225810839,,TOI-5515,,0.835682,5483.65,135.459,139.6163639,16.9899558,2026.0,Transit,,,,11.0029
toi-5532 b,2.732945,,5.6539688866,,TOI-5532,,0.662052,3975.0,90.9985,41.3804035,5.1507331,2026.0,Transit,617.33,,,12.435
toi-5542 b,13.8062,,75.1247037,,TOI-5542,,1.27,5392.9,348.849,302.7984228,-61.1354659,2022.0,Transit,462.0,,,12.2819
toi-5573 b,9.75,112.0,8.79758977,0.072,TOI-5573,0.619,0.594,3790.0,186.562,136.4259999,55.3071309,2025.0,Transit,528.0,,0.42,14.6741
toi-558 b,13.53006831,,14.57289854281,,TOI-558,,1.76095,6025.8,402.63,42.2915093,-58.0246828,2021.0,Transit,1012.99,,,11.3253
toi-559 b,12.2398,,6.9839072,,TOI-559,,1.21,5972.0,233.266,46.8186159,-31.1629951,2021.0,Transit,1249.0,,,10.9777
toi-5592 b,17.14974047,285.72773789,2.6085846,0.062,TOI-5592,1.194,1.393,6237.0,597.026,106.6800684,65.857249,2025.0,Transit,1789.0,,-0.013,12.4963
toi-5595 b,4.71645,,5.9900508,,TOI-5595,,0.74,4119.0,136.955,110.4601649,35.2219829,2026.0,Transit,621.0,,,12.9724
toi-5599 b,7.1888212,,5.43691503941,,TOI-5599,,1.91334,6137.02,547.948,199.3262375,55.6815392,2026.0,Transit,,,,11.6476
toi-5605 b,2.52611303,,5.91340454843,,TOI-5605,,0.736044,4583.79,95.0735,150.5380078,50.1453867,2026.0,Transit,,,,11.7685
toi-561 b,1.37,2.24,0.4465688,0.0,TOI-561,0.805,0.832,5326.0,85.799,148.1851516,6.216103,2020.0,Transit,,,-0.41,10.0128
